id,title,type,works_type,status,stade_reception,canton,progress_percent,estimated_cost,total_contract_amount_paid,population,beneficiaires_totaux,cout_par_beneficiaire,launch_date,expected_end_date,work_completion_date,retard_jours,expected_duration,location_name
1139,Réalisation d'un forage photovoltaïque à des finis de maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,23367286.0,2010.0,2010.0,9950.248756218905,2025-06-27,2025-09-27,2025-09-05,-22.0,3.0,KPENTCHANI
1140,Réalisation d'un forage photovoltaïque à des finis de maraichage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,18131980.0,626.0,626.0,31948.88178913738,2025-05-05,2025-08-05,2025-08-28,23.0,3.0,TCHINTCHEREGA
1144,construction et équipement d'un centre communautaire ,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,,0.0,20000000.0,13191793.0,3697.0,3697.0,5409.791723018664,2024-11-19,2025-02-19,2025-09-05,198.0,3.0,MOGOU CENTRE
1145,Réalisation d’un forage photovoltaïque pour eau de boisson et réparation de 2 forages existant,Forages photovoltaïques dans les communautés pour eau de boisson,Réhabilitation,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,5000000.0,4514680.0,752.0,493.0,10141.987829614605,2024-02-12,2024-04-26,2023-12-31,-117.0,3.0,BOMWAÏ
1146,Réalisation d’un forage photovoltaïque pour eau de boisson et réparation de 2 forages existant,Forages photovoltaïques dans les communautés pour eau de boisson,Réhabilitation,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,5000000.0,4514680.0,752.0,493.0,10141.987829614605,2024-02-12,2024-04-26,2023-12-31,-117.0,3.0,BOMWAÏ
1345,Réhabilitation du Marché de POISSONGUI,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,POISSONGUI,,20000000.0,,,,,2025-04-09,2025-10-09,2026-03-13,155.0,6.0,POISSONGUI 1
1369,Réhabilitation du Marché de POGNO,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,POGNO,,18000000.0,17770476.0,,,,2025-08-06,2026-01-06,2026-03-11,64.0,3.0,POGNO CENTRE
1407,Réhabiliation du Marché de Nali,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Achevé 100.0%,Acheve,NALI,,14000000.0,20470979.0,,,,2025-06-25,2025-09-25,2025-12-31,97.0,4.0,NALI CENTRE
1423,Réhabilitation du Marché de NAMARE,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Achevé 100.0%,Acheve,NAMARE,,14000000.0,14000000.0,,,,2025-12-05,2026-03-05,2025-12-31,-64.0,3.0,TCHANKOUNKOUNKONG
1443,Réhabilitation du Marché de TAMI,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,En cours,En cours,TAMI,,14000000.0,24388889.0,,,,2026-01-12,2026-04-12,2025-06-28,-288.0,3.0,TAMI-CENTRE
1452,Réhabilitation du Marché de WARKAMBOU,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Achevé 100.0%,Acheve,WARKAMBOU,,14000000.0,12194444.5,,,,,,2025-12-31,,3.0,WARKAMBOU CENTRE 1
1493,Réhabilitation du marché de GALANGASHIE CENTRE,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,GALANGASHIE,,14000000.0,13055201.0,,,,2025-03-30,2025-06-30,2025-06-06,-24.0,3.0,GALANGASHIE CENTRE
1496,Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,SANGOU,,,20176702.0,,,,2025-03-15,2025-06-15,2025-09-21,98.0,3.0,SANGOU CENTRE
1497,Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,KOURIENTRE,,20000000.0,14729328.0,,,,2025-02-25,2025-05-24,2025-06-09,16.0,3.0,KOURIENTRE CENTRE
1498,Construction et équipement d'un centre communautaire,Forage Photovoltaïque (Centre communautaire),Construction,Réception provisoire 100.0%,Reception provisoire,KORBONGOU,,,14058845.0,,,,2025-03-06,2025-06-05,2025-07-24,49.0,3.0,KORBONGOU CENTRE
1499,Réhabilitation d'un bâtiment scolaire de 3 salles de classes+blocs latrines+bureau + Forage photovoltaïque à l'EPP GBETI,Forages photovoltaïques dans les établissements scolaires,Réhabilitation,Réception provisoire 100.0%,Reception provisoire,,,,19854208.0,849.0,839.0,,,,2025-09-02,,3.0,GBETI
1506,Réalisation d'un forage photovoltaïque pour le maraîchage,Forages photovoltaïques pour les activités maraîchères,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,23808394.0,2891.0,2891.0,6918.021445866482,2025-11-12,2026-02-12,2026-04-22,69.0,3.0,TAMBATE
1510,Réhabilitation du forage photovoltaïque de Kassou 1,Forages photovoltaïques dans les communautés pour eau de boisson,Réhabilitation,Achevé 100.0%,Acheve,,,12000000.0,13384174.0,398.0,398.0,30150.75376884422,2025-07-10,2025-11-10,2025-12-29,49.0,3.0,KASSOU 1
1511,Réhabilitation de la Retenues d'eau pour le maraîchage et l'abreuvement des animaux,Forages photovoltaïques pour les activités maraîchères,Réhabilitation,Réception provisoire 100.0%,Reception provisoire,,,29742500.0,19949651.0,2060.0,2385.0,12470.649895178198,2025-03-20,2025-06-20,2025-06-03,-17.0,3.0,SAFOBE 2
1512,Réalisation d'une forage photovoltaïque pour eau de boisson en communauté,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Achevé 100.0%,Acheve,,100.0,25000000.0,20785378.0,1382.0,1382.0,18089.72503617945,2025-07-28,2025-10-28,2026-02-15,110.0,3.0,SANLOAGA
1514,Construction d'un JEP à l'EPP Touléba (bâtiment scolaire)+ Réhabilitation du PMH existant en forage phovoltaïque + Clôture,Forages photovoltaïques dans les établissements scolaires,Réhabilitation,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,,20000000.0,15074374.0,628.0,628.0,31847.133757961783,2024-05-29,2024-08-01,2024-09-19,49.0,3.0,TOULEBA
1519,Installation de 10 lampadaires Solaires ,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,,25000000.0,20893777.0,191.0,191.0,130890.05235602094,2025-10-27,2026-01-27,2026-02-02,6.0,3.0,PATKONE TOMONG
1522,Construction et équipement d'un bâtiment scolaire au JEP + Bloc de latrine sans forage + Réhabilitation d'un PMH en forage photovoltaïque,Forages photovoltaïques dans les établissements scolaires,Réhabilitation et construction,Réception provisoire 100.0%,Reception provisoire,,,20000000.0,13861979.0,1212.0,1272.0,15723.270440251572,2024-11-01,2025-02-01,2025-03-19,46.0,3.0,TCHANGUI
1524,Construction et équipement d’un bâtiment scolaire de 4 classes avec bureau et magasin au lycée de Sanfatoute + blocs de latrines + forages photovoltaïques,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,,20000000.0,14176845.0,200.0,209.0,95693.77990430623,2025-03-06,2025-11-30,2026-01-01,32.0,8.0,TIDONTE CENTRE
1525,Construction d'un bâtiment scolaire de trois classes avec bureau et magasin plus un bloc de latrines à l'EPP Natchare AVEC FORAGE,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,,30000000.0,19699260.0,510.0,540.0,55555.555555555555,2025-11-17,2026-02-17,2025-12-11,-68.0,3.0,NATCHARE
1529,Installation des lampadaires solaires ,Forages photovoltaïques dans les établissements scolaires,Construction,Réception provisoire 100.0%,Reception provisoire,,,20000000.0,19516669.0,1057.0,1057.0,18921.47587511826,2025-04-15,2025-07-15,2025-07-05,-10.0,4.0,DAKPALI 1
1538,Réalisation d'un forage photovotaïque pour eau de boisson dans le marché de Kaboli,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,KABOLI,,20000000.0,19176851.0,,,,2025-08-11,2025-12-11,2026-03-13,92.0,4.0,KABOLI
1571,Réalisation d'un forage photovoltaique AEP,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Remise de l'ouvrage à la communauté 100.0%,Remis a la communaute,,100.0,20000000.0,13803395.74,409.0,429.0,46620.04662004662,2025-12-29,2026-03-29,2026-04-02,4.0,3.0,ZOLALE
1639,Réalisation d'un forage photovoltaïque pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,100.0,20000000.0,15340000.0,1800.0,1820.0,10989.010989010989,2026-01-19,2026-04-19,2026-05-08,19.0,3.0,EDOGA 2
1665,Realisation de forage photovoltaique pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception provisoire 100.0%,Reception provisoire,,,20000000.0,19145211.0,1400.0,1400.0,14285.714285714286,2025-11-26,2026-02-26,2026-03-10,12.0,3.0,DJOULE-TCHAMONGA
1673,Réalisation d'un forage photovoltaique pour eau de Boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception technique 100.0%,Reception technique,,0.0,20000000.0,18390678.0,3843.0,4056.0,4930.966469428008,2025-11-26,2026-02-26,2026-03-30,32.0,3.0,N'GAMBI
1687,"Réalisation d'un forage photo voltaïque pour eau de boisson, dans le quartier des réfugiés (Pigniéka)",Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception technique 100.0%,Reception technique,,100.0,20000000.0,14715799.0,3050.0,3324.0,6016.847172081829,2026-01-26,2026-04-26,2026-05-15,19.0,3.0,NASSIKOU
1692,Réalisation d'un forage photovoltaique pour eau de boisson,Forages photovoltaïques dans les communautés pour eau de boisson,Construction,Réception technique 100.0%,Reception technique,,100.0,20000000.0,15025605.0,599.0,599.0,33388.9816360601,2026-01-13,2026-04-13,2026-05-14,31.0,3.0,TIEPAH
1826,Construction d'un bâtiment  du JEP de deux classes plus clôture sans forage,Forages photovoltaïques dans les établissements scolaires,Construction,Réception technique 100.0%,Reception technique,,,20000000.0,14296252.0,,,,2026-01-26,2026-05-26,2026-03-24,-63.0,4.0,BAOULE
1827,Réhabilitation du Marché de KORBONGOU,Forages photovoltaïques dans les marchés pour eau de boisson,Construction,Achevé 100.0%,Acheve,KORBONGOU,,,,,,,2025-04-23,,2025-12-31,,6.0,KORBONGOU CENTRE
1966,Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,,Achevé 100.0%,Acheve,SAM-NABA,,6000000.0,6986094.0,,,,2025-07-02,2025-10-02,2025-11-24,53.0,3.0,BONDANTCHALE (SAM-NABA)
1967,Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,,Achevé 100.0%,Acheve,SAM-NABA,,6000000.0,6986094.0,,,,2025-07-02,2025-10-02,2025-11-24,53.0,3.0,SALAMOU
1968,Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,,Achevé 100.0%,Acheve,SAM-NABA,,6000000.0,6986094.0,,,,2025-07-02,2025-10-02,2025-11-24,53.0,3.0,YANGBONGBONGUE
1969,Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,,Achevé 100.0%,Acheve,SAM-NABA,,6000000.0,6986094.0,,,,2025-07-02,2025-10-02,2025-11-24,53.0,3.0,TINTARGUINE 2
1970,Mini forage photovoltaïque pour les activité de maraichage de groupement de jeunes du Canton de SAM-NABA,Forages photovoltaïques pour les activités maraîchères,,Achevé 100.0%,Acheve,SAM-NABA,,6000000.0,6986094.0,,,,2025-07-02,2025-10-02,2025-11-24,53.0,3.0,TINTARGUINE 1
